refrence,COMPANY NAME,CO.City,SOURCE COMPANY,SourceCo.City,TYPE OF TRANSACTION,MONTH,TYPE OFProducts,date,amount,currency,exporter/repExporter,country
SB1405,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2029,35,43647,995793,AED,DELTACHEM MIDDLE EAST LLC,Dubai- UAE
SB1455,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2030,1,24/01/2019,1000000,AED,DIAGRAM GENERAL TRADING LLC,Dubai- UAE
SB1464,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2031,1,27/01/2019,360000,AED,ENDEAVOR TRADING FZE,Ajman- UAE
SB1470,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2032,45,28/01/2019,126247,AED,FIVE STARS ELECTRICAL AND MECHANICAL EQUIPMENTS CO LLC,Sharjah- UAE
SB1443,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2033,1,21/01/2019,384213,AED,FNSA FUEL LTD FZC,Fujairah- UAE
SB1406,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2034,1,43647,657000,AED,GERMAN COMMODITY TRADING DMCC,Dubai- UAE
SB1423,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2035,35,16/01/2019,373125,AED,GOLDEN TRUST BUILDING MATERIALS TRADING LLC,Dubai- UAE
SB1461,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2036,1,26/01/2019,33087,AED,GULF TURBO REPAIR & SERVICES FZC,Dubai- UAE
SB1476,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2037,1,31/01/2019,438900,AED,INTERTRADE GENERAL TRADING LLC,Dubai- UAE
SB1444,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2038,1,22/01/2019,684540,AED,KONG STAR FZE,Dubai- UAE
SB1457,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2039,1,24/01/2019,332608,AED,LIFE PHARMA GENERAL TRADING LLC,Dubai- UAE
SB1400,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2040,1,43586,71397,AED,LIGHT SHINE MIDDLE EAST SAFETY EQUIPMENT TRADING LLC,Dubai- UAE
SB1458,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2041,1,24/01/2019,1433783,AED,MAPLE LEAF GENERAL TRADING LLC,Dubai- UAE
SB1465,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2042,1,27/01/2019,802763,AED,METACHEM FZE,Ajman- UAE
SB1472,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2043,1,29/01/2019,663407,AED,METROMAC MARINE AUTOMATION,Dubai- UAE
SB1417,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2044,1,43709,211674,AED,MYRILGULF INTERNATIONAL FZE,Ajman- UAE
SB1411,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2045,1,43647,1000000,AED,NOBLEFU GENERAL TRADING LLC,Dubai- UAE
SB1420,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2046,1,43800,387613,AED,ONTRACKING FZCO,Dubai- UAE
SB1431,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2047,1,17/01/2019,538450,AED,OROPAY TRADING LLC,Dubai- UAE
SB1412,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2048,1,43647,404000,AED,ORTA ASIA GENERAL TRADING FZE,Dubai- UAE
SB1449,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2049,1,23/01/2019,1600000,AED,ORTA ASIA GENERAL TRADING FZE,Dubai- UAE
SB1442,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2050,1,20/01/2019,1000000,AED,POLY CHEMICALS TRADING DMCC,Dubai- UAE
SB1401,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2051,1,43586,290164,AED,SILICONPLAST COMPOUNDING SOLUTIONS FZE,Dubai- UAE
SB1392,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2052,1,43497,559050,AED,STAR INTERNATIONAL FZE,Dubai- UAE
SB1393,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2053,1,43497,525340,AED,STAR INTERNATIONAL FZE,Dubai- UAE
SB1427,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2054,1,16/01/2019,60960,AED,SUCCESS TOOL TRADING LLC,Dubai- UAE
SB1413,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2055,1,43647,2000000,AED,SUROOH TRADING FZE,Dubai- UAE
SB1477,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2056,1,31/01/2019,341860,AED,THAI HUA RUBBER PUBLIC COMPANY LIMITED,Bangkok- Thailand
SB1428,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2057,1,16/01/2019,1100000,AED,TOP GRADE GENERAL TRADING LLC,Dubai- UAE
SB1402,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2058,1,43586,137190,AED,TOURANTO FLAVOURS & FRAGRANCES FZE,Ajman- UAE
SB1421,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2059,1,13/01/2019,1279987,AED,ULTIMATE PRIDE PAPER TRADING LLC,Dubai- UAE
SB1414,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2060,1,43647,201321,AED,UNICA FZE,RAK- UAE
SB1468,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2061,1,27/01/2019,378999,AED,WATRIN TRADING DWC LLC,Dubai- UAE
SB1473,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2062,1,29/01/2019,7376,AED,WORLD MARINE FZE,Dubai- UAE
SB1480,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2063,1,20/01/2019,584040,EURO,A.C INTERNATIONAL TRADING COMPANY LIMITED,Hong Kong- China
SB1488,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2064,1,27/01/2019,31087,EURO,AGT ITALIA SAS,Bergamo BG- Italy
SB1485,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2065,1,26/01/2019,87858,EURO,BEHTA TRADING FZE,Sharjah- UAE
SB1492,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2066,1,27/01/2019,74289,EURO,DURKO ÇEVRE ENERJI TEKNIGI VE TICARET A.S.,Istanbul- Turkey
SB1482,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2067,1,22/01/2019,291100,EURO,EPOKA A/S,Svenstrup- Denmark
SB1483,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2068,1,22/01/2019,142218,EURO,EPOKA A/S,Svenstrup- Denmark
SB1486,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2069,1,26/01/2019,6670,EURO,ISHA FOUNDATION,Tamil Nadu- India
SB1481,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2070,1,20/01/2019,114600,EURO,LOVATO GAS SPA,Vicenza- Italy
SB1493,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2071,1,27/01/2019,56800,EURO,ROBEMA NV,Antwerp- Belgium
SB1484,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2072,1,22/01/2019,104030,EURO,SIVANTOS PTE LTD,Singapore
SB1487,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2073,1,26/01/2019,57920,EURO,SIVANTOS PTE LTD,Singapore
SB1494,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2074,1,27/01/2019,29178,EURO,TBIO CROP SCIENCE,Xi An- China
SB1479-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2075,1,43647,990000,EURO,PECUNION CHEMICALS DMCC,Dubai- UAE
SB1491-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2076,1,27/01/2019,122444,EURO,APPLIED INNOVATION MANAGEMENT IN SWEDEN AB,Stockholm- Sweden
SB1452-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2077,1,17/01/2019,1045377,AED,ZK TECO SECURITY LLC,Dubai- UAE
SB1404-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2078,1,43617,2040212,AED,TAICHI HOLDINGS MIDDLE EAST FZE,Dubai- UAE
SB1467-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2079,1,27/01/2019,756108,AED,SYED NAEEM GENERAL TRADING LLC,Dubai- UAE
SB1441-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2080,1,16/01/2019,2000000,AED,SBC COOPERATION DMCC,Dubai- UAE
SB1451-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2081,1,23/01/2019,5000000,AED,RHV INTERNATIONAL GENERAL TRADING FZE,Dubai- UAE
SB1448-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2082,1,19/01/2019,6338438,AED,NOBLEFU GENERAL TRADING LLC,Dubai- UAE
SB1425-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2083,1,43525,520777,AED,NIOLIT INDUSTRIAL EQUIPMENT AND SPARE PARTS TRADING LLC,Dubai- UAE
SB1445-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2084,1,43647,1320860,AED,NIA LIMITED,Dubai- UAE
SB1474-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2085,1,26/01/2019,964698,AED,J.O (M.E) ENGINEERING LLC,Dubai- UAE
SB1471-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2086,1,24/01/2019,1106358.5,AED,HYK TRADING ENTERPRISES LTD,Labuan- Malaysia
SB1419-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2087,1,43800,722933,AED,HAPPY MINT GENERAL TRADING LLC,Dubai- UAE
SB1422-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2088,1,43647,764516,AED,GOLDEN TRUST BUILDING MATERIALS TRADING,Labuan- Malaysia
SB1397-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2089,1,43525,618578,AED,GOLDEN TRUST BUILDING MATERIALS TRADING,Dubai- UAE
SB1438-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2090,1,19/01/2019,6835656,AED,GOLDEN LEAF GENERAL TRADING LLC,Labuan- Malaysia
SB1460-CL,STIRLING BRIDGE CHEMICALS TRADING L.L.C,Dubai- UAE,STIRLING BRIDGE GENERAL TRADING,Haikou- China,GOODS IN TRUST,JANURARY  2091,1,26/01/2019,771809,AED,ASAD HUSSAIN ALI KIKHA GENERAL TRADING,Dubai- UAE
